repeat_sequence_index,point_ordinal,grid_index,block_index,condition,condition_ordinal,repeat_index,bias,approach_bias,restart_gen,restart_acq,t_restart_start_unix,t_restart_end_unix,t_discard_start_unix,t_discard_end_unix,t_acq_first_attempt_start_unix,discard_read_retries,formal_read_retries,t_dmm_pre1_start_unix,t_dmm_pre1_end_unix,dc_dmm_pre1,t_dmm_pre2_start_unix,t_dmm_pre2_end_unix,dc_dmm_pre2,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post1_start_unix,t_dmm_post1_end_unix,dc_dmm_post1,t_dmm_post2_start_unix,t_dmm_post2_end_unix,dc_dmm_post2,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
121,2,60,10,none,2,1,3.4258330955080973,3.2952796193069984,0,0,1784289310.806466,1784289310.806466,1784289311.53807,1784289312.425457,1784289312.8468502,0,0,1784289312.4256818,1784289312.641648,1.33139912,1784289312.6416519,1784289312.846845,1.32603666,1784289312.8468502,1784289314.928273,1784289313.8934994,1784289314.928503,1784289315.138753,1.30324619,1784289315.1387572,1784289315.34983,1.29788373,1.2,-0.3059685,-0.5231,-0.0001075,0.0023905000000000003,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4354292,4563217,0,0,0,0,2
122,2,60,10,none,2,2,3.4258330955080973,3.2952796193069984,0,0,1784289315.350425,1784289315.350425,1784289316.0817752,1784289316.9600818,1784289317.384091,0,0,1784289316.960309,1784289317.1705081,1.29788373,1784289317.170511,1784289317.3840792,1.30458681,1784289317.384091,1784289319.4763122,1784289318.426429,1784289319.476971,1784289319.67795,1.30592742,1784289319.677954,1784289319.893688,1.33542097,1.2,-0.3062785,-0.523682,-0.000106,0.0023420000000000003,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4379953,4564656,0,0,0,0,2
123,2,60,10,none,2,3,3.4258330955080973,3.2952796193069984,0,0,1784289319.894419,1784289319.894419,1784289320.63644,1784289321.4976482,1784289321.9149241,0,0,1784289321.4979782,1784289321.7081852,1.29922434,1784289321.708189,1784289321.914916,1.28447757,1784289321.9149241,1784289323.9985962,1784289322.9568717,1784289323.99881,1784289324.209012,1.30056496,1784289324.209016,1784289324.413435,1.29654311,1.2,-0.307014,-0.5248425000000001,-0.000119,0.002357,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4417215,4488946,0,0,0,0,2
124,2,60,10,none,2,4,3.4258330955080973,3.2952796193069984,0,0,1784289324.414933,1784289324.414933,1784289325.151834,1784289326.0381188,1784289326.448701,0,0,1784289326.0383291,1784289326.241636,1.31531173,1784289326.241638,1784289326.448695,1.29654311,1784289326.448701,1784289328.5296042,1784289327.4918694,1784289328.529842,1784289328.7400162,1.29520249,1784289328.740018,1784289328.950181,1.33139912,1.2,-0.306959,-0.5247755000000001,-0.00011899999999999999,0.0023235,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4446602,4552800,0,0,0,0,2
125,2,60,10,none,2,5,3.4258330955080973,3.2952796193069984,0,0,1784289328.95084,1784289328.95084,1784289329.6889338,1784289330.5692532,1784289330.9904718,0,0,1784289330.569512,1784289330.779665,1.30860865,1784289330.7796679,1784289330.990466,1.31397112,1784289330.9904718,1784289333.0717819,1784289332.0287187,1784289333.072075,1784289333.283556,1.31397112,1784289333.283561,1784289333.493182,1.3206742,1.2,-0.3075425,-0.5257345,-9.35e-05,0.0023480000000000003,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4396043,4516808,0,0,0,0,2
126,2,60,10,none,2,6,3.4258330955080973,3.2952796193069984,0,0,1784289333.4948459,1784289333.4948459,1784289334.234889,1784289335.117122,1784289335.5350661,0,0,1784289335.1177878,1784289335.327734,1.29252126,1784289335.3277361,1784289335.53506,1.30726804,1784289335.5350661,1784289337.584532,1784289336.5609999,1784289337.584783,1784289337.794919,1.30324619,1784289337.794921,1784289338.002218,1.29252126,1.2,-0.307784,-0.5262665,-6.8e-05,0.0022884999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4422720,4469298,0,0,0,0,2
127,2,60,10,none,2,7,3.4258330955080973,3.2952796193069984,0,0,1784289338.005269,1784289338.005269,1784289338.736219,1784289339.609133,1784289340.027885,0,0,1784289339.609667,1784289339.81862,1.32737727,1784289339.818625,1784289340.027879,1.29788373,1784289340.027885,1784289342.109514,1784289341.0670877,1784289342.109748,1784289342.316063,1.32603666,1784289342.316065,1784289342.517206,1.28984003,1.2,-0.308332,-0.527142,-6.4e-05,0.002307,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4427717,4554155,0,0,0,0,2
128,2,60,10,none,2,8,3.4258330955080973,3.2952796193069984,0,0,1784289342.522532,1784289342.522532,1784289343.242131,1784289344.111509,1784289344.5259788,0,0,1784289344.111726,1784289344.323201,1.31799296,1784289344.323203,1784289344.525974,1.33005851,1784289344.5259788,1784289346.59631,1784289345.5602212,1784289346.596517,1784289346.809645,1.30190557,1784289346.809649,1784289347.0156999,1.30056496,1.2,-0.308506,-0.5274319999999999,-4.95e-05,0.0023004999999999996,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4396636,4513590,0,0,0,0,2
129,2,60,10,none,2,9,3.4258330955080973,3.2952796193069984,0,0,1784289347.016324,1784289347.016324,1784289347.744166,1784289348.618311,1784289349.027275,0,0,1784289348.6185548,1784289348.820894,1.3126305,1784289348.820897,1784289349.0272682,1.29788373,1784289349.027275,1784289351.0954938,1784289350.0635362,1784289351.0957289,1784289351.296423,1.31531173,1784289351.2964249,1784289351.503169,1.28179634,1.2,-0.30891250000000003,-0.5280935,-6.500000000000001e-05,0.0022765,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4419587,4513505,0,0,0,0,2
130,2,60,10,none,2,10,3.4258330955080973,3.2952796193069984,0,0,1784289351.506405,1784289351.506405,1784289352.245257,1784289353.1247098,1784289353.543406,0,0,1784289353.124941,1784289353.335078,1.28313695,1784289353.335079,1784289353.543395,1.28984003,1784289353.543406,1784289355.617538,1784289354.5760002,1784289355.617758,1784289355.827896,1.29386188,1784289355.827898,1784289356.036503,1.29118065,1.2,-0.30943350000000003,-0.5290265000000001,-4.5e-05,0.0022154999999999996,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4433814,4534338,0,0,0,0,2
131,2,60,10,none,2,11,3.4258330955080973,3.2952796193069984,0,0,1784289356.0407228,1784289356.0407228,1784289356.7779782,1784289357.658886,1784289358.077353,0,0,1784289357.659394,1784289357.869173,1.31128988,1784289357.869178,1784289358.077342,1.30458681,1784289358.077353,1784289360.150201,1784289359.1166458,1784289360.1504362,1784289360.360621,1.2871588,1784289360.3606248,1784289360.569912,1.29788373,1.2,-0.3096975,-0.5295105,-7.85e-05,0.0022475,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4397568,4479037,0,0,0,0,2
132,2,60,11,gen,3,0,3.4258330955080973,3.2952796193069984,1,0,1784289366.080503,1784289368.253781,1784289368.992241,1784289369.8647208,1784289370.284251,0,0,1784289369.864974,1784289370.075157,1.29520249,1784289370.0751622,1784289370.284244,1.28179634,1784289370.284251,1784289372.3409212,1784289371.318746,1784289372.341142,1784289372.5420768,1.28045572,1784289372.54208,1784289372.745467,1.27241202,1.2,-0.310141,-0.5302855,-3.3e-05,0.002243,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4449397,4554748,0,0,0,0,2
133,2,60,11,gen,3,1,3.4258330955080973,3.2952796193069984,1,0,1784289372.746138,1784289374.928056,1784289375.664639,1784289376.548823,1784289376.9684732,0,0,1784289376.549097,1784289376.759383,1.28045572,1784289376.759388,1784289376.9684632,1.28984003,1784289376.9684732,1784289379.0414138,1784289378.0023236,1784289379.041715,1784289379.24864,1.29788373,1784289379.248642,1784289379.4508212,1.27643387,1.2,-0.3109095,-0.5315529999999999,-4.8e-05,0.002221,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4446263,4510964,0,0,0,0,2
134,2,60,11,gen,3,2,3.4258330955080973,3.2952796193069984,1,0,1784289379.451547,1784289381.624789,1784289382.373161,1784289383.241201,1784289383.6591501,0,0,1784289383.241428,1784289383.446837,1.27509326,1784289383.446839,1784289383.659143,1.31531173,1784289383.6591501,1784289385.721992,1784289384.685411,1784289385.722352,1784289385.928906,1.31531173,1784289385.928908,1784289386.1348212,1.27777449,1.2,-0.3113635,-0.5323675,-2.4e-05,0.002131,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4480477,4626648,0,0,0,0,2
135,2,60,11,gen,3,3,3.4258330955080973,3.2952796193069984,1,0,1784289386.13714,1784289388.288631,1784289389.017419,1784289389.901487,1784289390.321895,0,0,1784289389.901689,1784289390.115844,1.30592742,1784289390.1158469,1784289390.321889,1.27643387,1784289390.321895,1784289392.386351,1784289391.3528583,1784289392.3865962,1784289392.598,1.30860865,1784289392.598005,1784289392.808151,1.28581818,1.2,-0.31148699999999996,-0.5325409999999999,-8.000000000000001e-06,0.002185,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4513505,4564572,0,0,0,0,2
136,2,60,11,gen,3,4,3.4258330955080973,3.2952796193069984,1,0,1784289392.808791,1784289394.98771,1784289395.71755,1784289396.59355,1784289397.012798,0,0,1784289396.5941288,1784289396.806679,1.29654311,1784289396.806682,1784289397.0127869,1.28984003,1784289397.012798,1784289399.0883148,1784289398.0503206,1784289399.088542,1784289399.300075,1.26436833,1784289399.300077,1784289399.510714,1.26839018,1.2,-0.3123275,-0.534008,2.5000000000000006e-06,0.0021345,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4452953,4566689,0,0,0,0,2
137,2,60,11,gen,3,5,3.4258330955080973,3.2952796193069984,1,0,1784289399.5114791,1784289401.6824708,1784289402.425416,1784289403.303741,1784289403.720095,0,0,1784289403.304379,1784289403.512917,1.28581818,1784289403.5129201,1784289403.7200892,1.28179634,1784289403.720095,1784289405.790656,1784289404.755748,1784289405.79092,1784289406.000222,1.30592742,1784289406.000226,1784289406.208094,1.26034648,1.2,-0.312493,-0.5342549999999999,4.25e-05,0.0021729999999999996,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4484118,4555595,0,0,0,0,2
