window_sequence_index,source_repeat_index,window_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
461,230,1,4,80,19,both,6.036902619530071,1784290244.0449731,1784290245.056979,1784290244.550976,0.064876,-0.142171,-0.242078,0.004452,-0.007331,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2149284,2014546,0,0,0,0,1
462,231,0,4,80,19,both,6.036902619530071,1784290252.9110138,1784290253.924356,1784290253.417685,0.063434,-0.140612,-0.239416,0.004457,-0.007319,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2094576,1994475,0,0,0,0,1
463,231,1,4,80,19,both,6.036902619530071,1784290253.9247968,1784290254.948788,1784290254.4367924,0.063367,-0.140588,-0.23943,0.004434,-0.007309,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2106856,1984906,0,0,0,0,1
464,232,0,4,80,19,both,6.036902619530071,1784290262.825058,1784290263.8525052,1784290263.3387816,0.061886,-0.139,-0.236738,0.004442,-0.007322,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2059600,1963564,0,0,0,0,1
465,232,1,4,80,19,both,6.036902619530071,1784290263.852712,1784290264.877033,1784290264.3648725,0.061699,-0.138775,-0.236332,0.004419,-0.007321,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2086954,1962040,0,0,0,0,1
466,233,0,4,80,19,both,6.036902619530071,1784290272.738123,1784290273.778751,1784290273.258437,0.060433,-0.137445,-0.234054,0.004409,-0.007328,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2055112,1947728,0,0,0,0,1
467,233,1,4,80,19,both,6.036902619530071,1784290273.779608,1784290274.8054662,1784290274.2925372,0.060255,-0.137265,-0.23373,0.004416,-0.007333,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2043086,1942901,0,0,0,0,1
468,234,0,4,80,19,both,6.036902619530071,1784290282.653555,1784290283.670906,1784290283.1622305,0.059003,-0.135933,-0.231568,0.004405,-0.007324,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2059007,1923846,0,0,0,0,1
469,234,1,4,80,19,both,6.036902619530071,1784290283.6711118,1784290284.695125,1784290284.1831183,0.058826,-0.135729,-0.231101,0.004401,-0.007297,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2018696,1924947,0,0,0,0,1
470,235,0,4,80,19,both,6.036902619530071,1784290292.5369751,1784290293.5549839,1784290293.0459795,0.057586,-0.134361,-0.228907,0.00441,-0.007307,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2012683,1899541,0,0,0,0,1
471,235,1,4,80,19,both,6.036902619530071,1784290293.5555048,1784290294.584406,1784290294.0699553,0.057467,-0.134252,-0.228696,0.004407,-0.007324,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1997947,1900049,0,0,0,0,1
472,236,0,4,80,19,both,6.036902619530071,1784290302.4113972,1784290303.439671,1784290302.9255342,0.05622,-0.132784,-0.226188,0.004389,-0.007296,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1985075,1881333,0,0,0,0,1
473,236,1,4,80,19,both,6.036902619530071,1784290303.440989,1784290304.460475,1784290303.950732,0.056116,-0.132735,-0.226165,0.004416,-0.007286,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2001420,1884805,0,0,0,0,1
474,237,0,4,80,19,both,6.036902619530071,1784290312.299475,1784290313.320315,1784290312.809895,0.054961,-0.131466,-0.223984,0.004394,-0.007302,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2004299,1861601,0,0,0,0,1
475,237,1,4,80,19,both,6.036902619530071,1784290313.3208709,1784290314.346564,1784290313.8337173,0.054812,-0.131229,-0.223533,0.004399,-0.00731,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1965597,1852878,0,0,0,0,1
476,238,0,4,80,19,both,6.036902619530071,1784290322.203916,1784290323.228766,1784290322.716341,0.053649,-0.129962,-0.221348,0.004419,-0.007318,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1973642,1840768,0,0,0,0,1
477,238,1,4,80,19,both,6.036902619530071,1784290323.2289898,1784290324.2525,1784290323.740745,0.053505,-0.129746,-0.221038,0.004414,-0.007316,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1949591,1834585,0,0,0,0,1
478,239,0,4,80,19,both,6.036902619530071,1784290332.1627572,1784290333.198168,1784290332.6804626,0.052452,-0.128647,-0.219096,0.004383,-0.007311,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1932399,1825778,0,0,0,0,1
479,239,1,4,80,19,both,6.036902619530071,1784290333.198381,1784290334.2260108,1784290333.7121959,0.052252,-0.128365,-0.218616,0.004376,-0.007286,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1924777,1820527,0,0,0,0,1
