transition_discard_index,source_repeat_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
219,219,4,80,18,acq,6.036902619530071,1784290144.67638,1784290145.533688,1784290145.1050339,0.084198,-0.160738,-0.273609,0.00455,-0.00743,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2382598,2247522,0,0,0,0,1
220,220,4,80,18,acq,6.036902619530071,1784290152.415872,1784290153.281955,1784290152.8489137,0.082429,-0.159146,-0.270948,0.004567,-0.00732,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2381497,2232871,0,0,0,0,1
221,221,4,80,18,acq,6.036902619530071,1784290160.160863,1784290161.021926,1784290160.5913944,0.080657,-0.157439,-0.268153,0.004599,-0.007377,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2326450,2215086,0,0,0,0,1
222,222,4,80,18,acq,6.036902619530071,1784290167.8766348,1784290168.752085,1784290168.31436,0.078949,-0.1559,-0.265463,0.004501,-0.007341,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2305871,2204162,0,0,0,0,1
223,223,4,80,18,acq,6.036902619530071,1784290175.6551309,1784290176.5194361,1784290176.0872836,0.077255,-0.154278,-0.262784,0.004559,-0.007391,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2287325,2158854,0,0,0,0,1
224,224,4,80,18,acq,6.036902619530071,1784290183.389438,1784290184.256376,1784290183.822907,0.075779,-0.153083,-0.260596,0.004546,-0.007345,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2283852,2153688,0,0,0,0,1
225,225,4,80,18,acq,6.036902619530071,1784290191.124662,1784290192.002327,1784290191.5634944,0.074289,-0.151595,-0.258166,0.004524,-0.007337,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2248453,2134548,0,0,0,0,1
226,226,4,80,18,acq,6.036902619530071,1784290198.88394,1784290199.754488,1784290199.3192139,0.072746,-0.150117,-0.255741,0.004542,-0.007375,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2243626,2117103,0,0,0,0,1
227,227,4,80,18,acq,6.036902619530071,1784290206.624018,1784290207.4878988,1784290207.0559583,0.071232,-0.148518,-0.253128,0.004494,-0.007392,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2206194,2082466,0,0,0,0,1
228,228,4,80,19,both,6.036902619530071,1784290221.97633,1784290222.8398778,1784290222.408104,0.068508,-0.145978,-0.24858,0.00453,-0.007372,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2186462,2043340,0,0,0,0,1
229,229,4,80,19,both,6.036902619530071,1784290231.8572319,1784290232.729156,1784290232.2931938,0.06679,-0.144225,-0.245587,0.004477,-0.007307,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2179263,2033347,0,0,0,0,1
230,230,4,80,19,both,6.036902619530071,1784290241.757235,1784290242.6225102,1784290242.1898727,0.065114,-0.142351,-0.242447,0.00447,-0.007285,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2113885,2004214,0,0,0,0,1
231,231,4,80,19,both,6.036902619530071,1784290251.631486,1784290252.5005069,1784290252.0659964,0.063546,-0.14078,-0.239772,0.004403,-0.007357,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2121591,1980925,0,0,0,0,1
232,232,4,80,19,both,6.036902619530071,1784290261.5444632,1784290262.412152,1784290261.9783077,0.062015,-0.139199,-0.237042,0.004493,-0.007383,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2101520,1970932,0,0,0,0,1
233,233,4,80,19,both,6.036902619530071,1784290271.461628,1784290272.328331,1784290271.8949795,0.060584,-0.137758,-0.234693,0.004493,-0.007358,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2095846,1935533,0,0,0,0,1
234,234,4,80,19,both,6.036902619530071,1784290281.381739,1784290282.2460449,1784290281.813892,0.059101,-0.136138,-0.231937,0.00447,-0.007278,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2061632,1928419,0,0,0,0,1
235,235,4,80,19,both,6.036902619530071,1784290291.264194,1784290292.12378,1784290291.693987,0.057688,-0.134601,-0.229274,0.00443,-0.007246,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2032077,1886922,0,0,0,0,1
236,236,4,80,19,both,6.036902619530071,1784290301.137203,1784290302.004208,1784290301.5707054,0.056347,-0.133108,-0.226768,0.00442,-0.007331,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2023438,1869053,0,0,0,0,1
237,237,4,80,19,both,6.036902619530071,1784290311.0211358,1784290311.887517,1784290311.4543264,0.055037,-0.131612,-0.224314,0.004444,-0.007317,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1979909,1850507,0,0,0,0,1
238,238,4,80,19,both,6.036902619530071,1784290320.923483,1784290321.788358,1784290321.3559203,0.053704,-0.130014,-0.221521,0.00442,-0.007308,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1970255,1837549,0,0,0,0,1
239,239,4,80,19,both,6.036902619530071,1784290330.85979,1784290331.7404249,1784290331.3001075,0.052506,-0.128742,-0.219426,0.004443,-0.007355,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1938836,1822983,0,0,0,0,1
